"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	15	780468	Unreliable	1.076	3.170	0.496	Unreliable	1.850	5.941	0.971
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	181	780468	23.191	19.813	26.570	1.724	40.490	34.121	46.859	3.249
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Other heart diseases (I26-I51)"	"GR113-064"	258	780468	33.057	29.023	37.091	2.058	62.641	54.427	70.855	4.191
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Heart failure (I50)"	"GR113-067"	67	780468	8.585	6.653	10.902	1.049	18.557	14.194	23.837	2.383
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	189	780468	24.216	20.764	27.669	1.761	43.569	36.855	50.282	3.425
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	74	780468	9.481	7.445	11.903	1.102	18.921	14.603	24.117	2.341
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	228	780468	29.213	25.421	33.005	1.935	58.657	50.597	66.718	4.112
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	40	780468	5.125	3.661	6.979	0.810	9.572	6.667	13.312	1.627
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	16	780468	Unreliable	1.172	3.329	0.513	Unreliable	1.994	6.118	0.975
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	24	780468	3.075	1.970	4.575	0.628	5.915	3.661	9.041	1.302
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	35	780468	4.484	3.124	6.237	0.758	8.144	5.495	11.626	1.493
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Pneumonia (J12-J18)"	"GR113-078"	28	780468	3.588	2.384	5.185	0.678	6.670	4.274	9.925	1.363
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	170	780468	21.782	18.507	25.056	1.671	39.960	33.551	46.369	3.270
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Asthma (J45-J46)"	"GR113-085"	33	780468	4.228	2.911	5.938	0.736	5.198	3.454	7.513	0.976
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	130	780468	16.657	13.793	19.520	1.461	33.168	27.180	39.156	3.055
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	53	780468	6.791	5.087	8.882	0.933	11.403	8.348	15.210	1.685
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	52	780468	6.663	4.976	8.737	0.924	8.571	6.341	11.331	1.227
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Alcoholic liver disease (K70)"	"GR113-094"	24	780468	3.075	1.970	4.575	0.628	3.643	2.334	5.421	0.751
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	28	780468	3.588	2.384	5.185	0.678	4.930	3.221	7.224	0.970
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	108	780468	13.838	11.228	16.448	1.332	27.673	22.158	33.188	2.814
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Renal failure (N17-N19)"	"GR113-100"	101	780468	12.941	10.417	15.465	1.288	26.109	20.736	31.481	2.741
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	14	780468	Unreliable	0.981	3.010	0.479	Unreliable	0.800	2.570	0.412
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	14	780468	Unreliable	0.981	3.010	0.479	Unreliable	0.800	2.570	0.412
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	12	780468	Unreliable	0.794	2.686	0.444	Unreliable	0.860	3.570	0.624
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	88	780468	11.275	9.043	13.891	1.202	25.304	20.065	31.493	2.825
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"All other diseases (Residual) "	"GR113-111"	540	780468	69.189	63.353	75.025	2.977	138.959	126.453	151.465	6.381
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	229	780468	29.341	25.541	33.142	1.939	37.582	32.185	42.979	2.754
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	38	780468	4.869	3.446	6.683	0.790	4.617	3.178	6.484	0.805
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	37	780468	4.741	3.338	6.535	0.779	4.530	3.099	6.396	0.801
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	191	780468	24.472	21.002	27.943	1.771	32.968	27.807	38.129	2.633
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Falls (W00-W19)"	"GR113-118"	39	780468	4.997	3.553	6.831	0.800	10.425	7.261	14.498	1.769
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	125	780468	16.016	13.208	18.824	1.433	16.932	13.900	19.965	1.547
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	16	780468	Unreliable	1.172	3.329	0.513	Unreliable	1.847	5.931	0.949
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	30	780468	3.844	2.593	5.487	0.702	3.883	2.537	5.690	0.762
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	24	780468	3.075	1.970	4.575	0.628	3.106	1.897	4.797	0.691
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	50	780468	6.406	4.755	8.446	0.906	5.873	4.284	7.859	0.880
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	27	780468	3.459	2.280	5.033	0.666	3.062	1.941	4.595	0.645
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	23	780468	2.947	1.868	4.422	0.614	2.832	1.775	4.287	0.603
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	14	780468	Unreliable	0.981	3.010	0.479	Unreliable	1.011	3.246	0.524
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	12	780468	Unreliable	0.794	2.686	0.444	Unreliable	0.831	2.980	0.496
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	214	5338662	4.008	3.471	4.546	0.274	2.575	2.216	2.935	0.183
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Septicemia (A40-A41)"	"GR113-010"	533	5338662	9.984	9.136	10.831	0.432	6.973	6.353	7.592	0.316
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Viral hepatitis (B15-B19)"	"GR113-015"	53	5338662	0.993	0.744	1.299	0.136	0.788	0.587	1.036	0.110
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	13	5338662	Unreliable	0.130	0.416	0.068	Unreliable	0.120	0.405	0.068
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	137	5338662	2.566	2.136	2.996	0.219	1.894	1.566	2.222	0.167
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	12267	5338662	229.777	225.710	233.843	2.075	173.907	170.730	177.084	1.621
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	122	5338662	2.285	1.880	2.691	0.207	1.626	1.325	1.927	0.153
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	159	5338662	2.978	2.515	3.441	0.236	2.240	1.882	2.597	0.182
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	128	5338662	2.398	1.982	2.813	0.212	1.765	1.450	2.081	0.161
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	998	5338662	18.694	17.534	19.854	0.592	13.398	12.533	14.262	0.441
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	247	5338662	4.627	4.050	5.204	0.294	3.564	3.111	4.018	0.231
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	869	5338662	16.277	15.195	17.360	0.552	12.040	11.215	12.866	0.421
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	22	5338662	0.412	0.258	0.624	0.088	0.312	0.193	0.477	0.068
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	2963	5338662	55.501	53.502	57.499	1.020	43.004	41.421	44.588	0.808
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant melanoma of skin (C43)"	"GR113-028"	131	5338662	2.454	2.034	2.874	0.214	1.931	1.588	2.275	0.175
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of breast (C50)"	"GR113-029"	1769	5338662	33.136	31.592	34.680	0.788	25.507	24.275	26.740	0.629
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	81	5338662	1.517	1.205	1.886	0.169	1.311	1.030	1.646	0.152
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	406	5338662	7.605	6.865	8.345	0.377	5.821	5.238	6.403	0.297
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	707	5338662	13.243	12.267	14.219	0.498	10.200	9.427	10.972	0.394
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	206	5338662	3.859	3.332	4.386	0.269	2.835	2.436	3.234	0.203
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	182	5338662	3.409	2.914	3.904	0.253	2.333	1.981	2.684	0.179
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	329	5338662	6.163	5.497	6.829	0.340	5.062	4.498	5.626	0.288
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	1222	5338662	22.890	21.606	24.173	0.655	16.796	15.821	17.770	0.497
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Hodgkin disease (C81)"	"GR113-038"	21	5338662	0.393	0.243	0.601	0.086	0.338	0.204	0.529	0.079
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	478	5338662	8.954	8.151	9.756	0.410	6.412	5.817	7.007	0.303
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Leukemia (C91-C95)"	"GR113-040"	463	5338662	8.673	7.883	9.463	0.403	6.444	5.835	7.053	0.311
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	260	5338662	4.870	4.278	5.462	0.302	3.644	3.186	4.103	0.234
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	1726	5338662	32.330	30.805	33.855	0.778	24.039	22.863	25.215	0.600
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	392	5338662	7.343	6.616	8.070	0.371	5.021	4.500	5.543	0.266
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Anemias (D50-D64)"	"GR113-045"	136	5338662	2.547	2.119	2.976	0.218	1.568	1.293	1.844	0.140
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1182	5338662	22.140	20.878	23.403	0.644	16.022	15.073	16.971	0.484
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	87	5338662	1.630	1.305	2.010	0.175	1.090	0.865	1.357	0.122
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Malnutrition (E40-E46)"	"GR113-048"	78	5338662	1.461	1.155	1.823	0.165	0.989	0.774	1.246	0.117
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Parkinson disease (G20-G21)"	"GR113-051"	670	5338662	12.550	11.600	13.500	0.485	8.485	7.816	9.155	0.341
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Alzheimer disease (G30)"	"GR113-052"	3272	5338662	61.289	59.189	63.389	1.071	36.161	34.870	37.452	0.659
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	13051	5338662	244.462	240.268	248.656	2.140	153.334	150.578	156.089	1.406
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	8211	5338662	153.803	150.476	157.129	1.697	95.767	93.596	97.938	1.108
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	146	5338662	2.735	2.291	3.178	0.226	1.812	1.506	2.118	0.156
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease (I11)"	"GR113-056"	238	5338662	4.458	3.892	5.024	0.289	2.633	2.281	2.985	0.180
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	88	5338662	1.648	1.322	2.031	0.176	0.955	0.758	1.187	0.106
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3143	5338662	58.872	56.814	60.931	1.050	37.862	36.476	39.248	0.707
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	740	5338662	13.861	12.862	14.860	0.510	9.001	8.324	9.679	0.346
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	31	5338662	0.581	0.395	0.824	0.104	0.376	0.250	0.543	0.071
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	2372	5338662	44.431	42.643	46.219	0.912	28.479	27.278	29.679	0.612
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	230	5338662	4.308	3.751	4.865	0.284	2.734	2.366	3.102	0.188
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	2142	5338662	40.122	38.423	41.822	0.867	25.750	24.607	26.893	0.583
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other heart diseases (I26-I51)"	"GR113-064"	4596	5338662	86.089	83.600	88.578	1.270	52.490	50.900	54.080	0.811
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Acute and subacute endocarditis (I33)"	"GR113-065"	14	5338662	Unreliable	0.143	0.440	0.070	Unreliable	0.112	0.361	0.058
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	12	5338662	Unreliable	0.116	0.393	0.065	Unreliable	0.093	0.313	0.053
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Heart failure (I50)"	"GR113-067"	1733	5338662	32.461	30.933	33.990	0.780	18.771	17.852	19.691	0.469
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	2837	5338662	53.141	51.185	55.096	0.998	33.318	32.031	34.606	0.657
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	875	5338662	16.390	15.304	17.476	0.554	10.217	9.509	10.924	0.361
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3443	5338662	64.492	62.338	66.646	1.099	40.877	39.448	42.307	0.729
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Atherosclerosis (I70)"	"GR113-071"	27	5338662	0.506	0.333	0.736	0.097	0.339	0.219	0.500	0.068
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	495	5338662	9.272	8.455	10.089	0.417	6.147	5.581	6.714	0.289
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	259	5338662	4.851	4.261	5.442	0.301	3.400	2.970	3.831	0.220
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	236	5338662	4.421	3.857	4.985	0.288	2.743	2.377	3.108	0.186
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	74	5338662	1.386	1.088	1.740	0.161	1.019	0.790	1.294	0.125
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	851	5338662	15.940	14.869	17.011	0.546	9.942	9.240	10.644	0.358
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Influenza (J09-J11)"	"GR113-077"	123	5338662	2.304	1.897	2.711	0.208	1.432	1.164	1.700	0.137
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Pneumonia (J12-J18)"	"GR113-078"	728	5338662	13.636	12.646	14.627	0.505	8.521	7.871	9.171	0.332
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3244	5338662	60.764	58.673	62.855	1.067	43.483	41.933	45.032	0.791
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Emphysema (J43)"	"GR113-084"	121	5338662	2.266	1.863	2.670	0.206	1.698	1.387	2.009	0.159
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Asthma (J45-J46)"	"GR113-085"	70	5338662	1.311	1.022	1.657	0.157	1.053	0.805	1.352	0.135
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	3044	5338662	57.018	54.992	59.044	1.033	40.652	39.158	42.147	0.762
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	290	5338662	5.432	4.807	6.057	0.319	3.504	3.081	3.927	0.216
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	736	5338662	13.786	12.790	14.782	0.508	9.549	8.830	10.269	0.367
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Peptic ulcer (K25-K28)"	"GR113-090"	57	5338662	1.068	0.809	1.383	0.141	0.729	0.546	0.954	0.100
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Hernia (K40-K46)"	"GR113-092"	60	5338662	1.124	0.858	1.447	0.145	0.695	0.525	0.903	0.093
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	514	5338662	9.628	8.796	10.460	0.425	8.027	7.307	8.748	0.368
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Alcoholic liver disease (K70)"	"GR113-094"	282	5338662	5.282	4.666	5.899	0.315	4.626	4.064	5.188	0.287
	"Minnesota"	"27"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	232	5338662	4.346	3.786	4.905	0.285	3.412	2.960	3.864	0.231
