"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Idaho"	"16"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	20	90730	22.043	13.465	34.044	4.929	19.542	11.766	30.517	4.532
	"Idaho"	"16"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	306	675822	45.278	40.205	50.351	2.588	45.313	40.140	50.487	2.640
	"Idaho"	"16"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	55	461736	11.912	8.973	15.505	1.606	11.900	8.860	15.646	1.661
	"Idaho"	"16"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	204	446407	45.698	39.427	51.969	3.200	46.676	40.134	53.218	3.338
	"Idaho"	"16"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	52	404427	12.858	9.603	16.861	1.783	14.281	10.529	18.934	2.058
	"Idaho"	"16"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	16	66207	Unreliable	13.813	39.245	6.042	Unreliable	13.542	48.540	8.074
	"Idaho"	"16"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	175	402233	43.507	37.061	49.953	3.289	46.360	39.260	53.460	3.622
	"Idaho"	"16"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	19	148318	Unreliable	7.713	20.005	2.939	Unreliable	8.268	23.490	3.582
	"Idaho"	"16"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	103	153247	67.212	54.232	80.192	6.623	64.425	50.639	78.211	7.034
	"Illinois"	"17"	"Large Central Metro"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	15	523657	Unreliable	1.603	4.725	0.740	Unreliable	1.688	5.179	0.814
	"Illinois"	"17"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	36	1666216	2.161	1.513	2.991	0.360	2.237	1.558	3.111	0.378
	"Illinois"	"17"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	38	1329215	2.859	2.023	3.924	0.464	2.677	1.885	3.690	0.438
	"Illinois"	"17"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	202	2986978	6.763	5.830	7.695	0.476	6.766	5.783	7.750	0.502
	"Illinois"	"17"	"Large Central Metro"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	46	471173	9.763	7.148	13.022	1.439	9.985	7.255	13.404	1.508
	"Illinois"	"17"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	160	1324595	12.079	10.207	13.951	0.955	12.414	10.440	14.387	1.007
	"Illinois"	"17"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	126	1381894	9.118	7.526	10.710	0.812	9.088	7.363	10.813	0.880
	"Illinois"	"17"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	659	2822729	23.346	21.564	25.129	0.909	23.038	21.211	24.865	0.932
	"Illinois"	"17"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Stated"	"NS"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Illinois"	"17"	"Large Fringe Metro"	"2"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	11	322251	Unreliable	1.704	6.108	1.029	Unreliable	1.719	6.162	1.043
	"Illinois"	"17"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	11	417897	Unreliable	1.314	4.710	0.794	Unreliable	1.175	4.211	0.713
	"Illinois"	"17"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	21	641013	3.276	2.028	5.008	0.715	2.921	1.759	4.562	0.663
	"Illinois"	"17"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	246	3623749	6.789	5.940	7.637	0.433	6.912	6.009	7.815	0.461
	"Illinois"	"17"	"Large Fringe Metro"	"2"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	26	291759	8.911	5.821	13.057	1.748	8.956	5.851	13.123	1.769
	"Illinois"	"17"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	57	373774	15.250	11.550	19.758	2.020	15.889	11.793	20.948	2.251
	"Illinois"	"17"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	69	683646	10.093	7.853	12.773	1.215	9.761	7.290	12.800	1.350
	"Illinois"	"17"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	890	3469680	25.651	23.966	27.336	0.860	25.895	24.136	27.654	0.897
	"Illinois"	"17"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	80	933125	8.573	6.798	10.670	0.959	8.953	7.005	11.275	1.055
	"Illinois"	"17"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	291	875974	33.220	29.403	37.037	1.947	33.867	29.813	37.921	2.068
	"Illinois"	"17"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	80	1087838	7.354	5.831	9.153	0.822	8.033	6.308	10.085	0.936
	"Illinois"	"17"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	19	141283	Unreliable	8.097	21.001	3.085	Unreliable	7.236	19.887	3.009
	"Illinois"	"17"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	306	1020552	29.984	26.624	33.343	1.714	30.398	26.877	33.919	1.797
	"Illinois"	"17"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	82	1001405	8.188	6.513	10.164	0.904	8.778	6.881	11.037	1.030
	"Illinois"	"17"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	330	955793	34.526	30.801	38.252	1.901	35.237	31.267	39.208	2.026
	"Illinois"	"17"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	59	702813	8.395	6.391	10.829	1.093	9.829	7.384	12.825	1.336
	"Illinois"	"17"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	238	685114	34.739	30.325	39.152	2.252	35.146	30.477	39.815	2.382
	"Indiana"	"18"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	16	339065	Unreliable	2.697	7.663	1.180	Unreliable	2.636	7.488	1.162
	"Indiana"	"18"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	64	709216	9.024	6.950	11.524	1.128	9.301	7.080	11.997	1.213
	"Indiana"	"18"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	53	272001	19.485	14.596	25.487	2.677	19.607	14.506	25.922	2.793
	"Indiana"	"18"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	263	651693	40.356	35.479	45.234	2.488	40.407	35.376	45.439	2.567
	"Indiana"	"18"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	173	2148155	8.053	6.853	9.254	0.612	8.190	6.928	9.452	0.644
	"Indiana"	"18"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	32	202045	15.838	10.833	22.359	2.800	15.194	10.323	21.566	2.721
	"Indiana"	"18"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	25	159123	15.711	10.167	23.193	3.142	17.136	10.467	26.465	3.794
	"Indiana"	"18"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	708	2041049	34.688	32.133	37.243	1.304	35.041	32.396	37.687	1.350
	"Indiana"	"18"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	79	991028	7.972	6.311	9.935	0.897	8.486	6.652	10.670	0.993
	"Indiana"	"18"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	27	107308	25.161	16.581	36.608	4.842	24.214	15.514	36.028	4.939
	"Indiana"	"18"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	13	52543	Unreliable	13.174	42.309	6.862	Unreliable	12.358	44.296	7.406
	"Indiana"	"18"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	307	922679	33.273	29.551	36.995	1.899	33.318	29.493	37.144	1.952
	"Indiana"	"18"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	89	1221029	7.289	5.854	8.970	0.773	8.056	6.407	9.999	0.887
	"Indiana"	"18"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	17	87611	Unreliable	11.304	31.068	4.706	Unreliable	11.760	37.768	6.014
	"Indiana"	"18"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	12	75730	Unreliable	8.188	27.679	4.574	Unreliable	6.817	24.435	4.135
	"Indiana"	"18"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	392	1175280	33.354	30.052	36.656	1.685	35.250	31.656	38.844	1.834
	"Indiana"	"18"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	77	1149678	6.698	5.286	8.371	0.763	7.464	5.840	9.399	0.882
	"Indiana"	"18"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	404	1106642	36.507	32.947	40.067	1.816	37.177	33.435	40.918	1.909
	"Indiana"	"18"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	33	537364	6.141	4.227	8.624	1.069	6.948	4.688	9.918	1.259
	"Indiana"	"18"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	187	526274	35.533	30.440	40.626	2.598	35.660	30.355	40.965	2.707
	"Iowa"	"19"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	109	1271756	8.571	6.962	10.180	0.821	9.103	7.352	10.855	0.894
	"Iowa"	"19"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	13	72280	Unreliable	9.577	30.756	4.988	Unreliable	8.296	28.044	4.588
	"Iowa"	"19"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	386	1199662	32.176	28.966	35.386	1.638	32.381	29.082	35.679	1.683
	"Iowa"	"19"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	47	708277	6.636	4.876	8.824	0.968	7.224	5.228	9.731	1.106
	"Iowa"	"19"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	181	687413	26.331	22.495	30.167	1.957	27.773	23.584	31.961	2.137
	"Iowa"	"19"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	38	546276	6.956	4.923	9.548	1.128	7.998	5.571	11.123	1.354
	"Iowa"	"19"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	202	527771	38.274	32.996	43.552	2.693	40.209	34.409	46.009	2.959
	"Iowa"	"19"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	49	908578	5.393	3.990	7.130	0.770	5.717	4.154	7.674	0.862
	"Iowa"	"19"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	267	884380	30.191	26.569	33.812	1.848	31.924	27.895	35.953	2.056
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	97	811855	11.948	9.689	14.576	1.213	11.910	9.589	14.623	1.250
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	25	88389	28.284	18.304	41.753	5.657	28.115	17.823	42.187	5.911
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	19	95030	Unreliable	12.038	31.223	4.587	Unreliable	10.606	28.283	4.196
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	259	772566	33.525	29.442	37.608	2.083	33.022	28.911	37.134	2.098
	"Kansas"	"20"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	66	592388	11.141	8.617	14.175	1.371	12.404	9.510	15.901	1.573
	"Kansas"	"20"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	22	76185	28.877	18.097	43.720	6.157	24.041	14.474	37.543	5.503
	"Kansas"	"20"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	235	567894	41.381	36.090	46.672	2.699	43.010	37.381	48.638	2.872
	"Kansas"	"20"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	48	468369	10.248	7.556	13.588	1.479	10.345	7.517	13.888	1.559
	"Kansas"	"20"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	10	35745	Unreliable	13.416	51.449	8.847	Unreliable	12.697	52.712	9.190
	"Kansas"	"20"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	11	35966	Unreliable	15.268	54.724	9.222	Unreliable	13.848	53.108	9.122
	"Kansas"	"20"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	151	456351	33.089	27.811	38.366	2.693	35.757	29.859	41.656	3.009
	"Kansas"	"20"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	53	515579	10.280	7.700	13.446	1.412	12.044	8.910	15.923	1.725
	"Kansas"	"20"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	18	93569	Unreliable	11.401	30.403	4.534	Unreliable	8.902	24.468	3.731
	"Kansas"	"20"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	185	495966	37.301	31.926	42.676	2.742	38.934	33.101	44.767	2.976
	"Kansas"	"20"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	23	431582	5.329	3.378	7.996	1.111	6.203	3.789	9.580	1.371
	"Kansas"	"20"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	177	423212	41.823	35.662	47.984	3.144	42.305	35.681	48.930	3.380
	"Kentucky"	"21"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	78	699836	11.145	8.810	13.910	1.262	11.885	9.299	14.967	1.397
	"Kentucky"	"21"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	34	176055	19.312	13.374	26.987	3.312	18.408	12.671	25.852	3.202
	"Kentucky"	"21"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	267	644426	41.432	36.462	46.402	2.536	41.118	36.036	46.199	2.593
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	52	761596	6.828	5.099	8.954	0.947	6.722	4.990	8.863	0.955
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	234	735335	31.822	27.745	35.900	2.080	32.579	28.299	36.860	2.184
	"Kentucky"	"21"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	60	744502	8.059	6.150	10.374	1.040	8.277	6.269	10.723	1.095
	"Kentucky"	"21"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	14	93380	Unreliable	8.197	25.155	4.007	Unreliable	7.688	23.594	3.821
	"Kentucky"	"21"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	255	699382	36.461	31.986	40.936	2.283	37.417	32.721	42.112	2.396
	"Kentucky"	"21"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	37	471500	7.847	5.525	10.816	1.290	8.062	5.616	11.213	1.362
	"Kentucky"	"21"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	163	447085	36.458	30.861	42.055	2.856	36.976	31.157	42.795	2.969
	"Kentucky"	"21"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	87	998398	8.714	6.980	10.749	0.934	9.573	7.613	11.882	1.056
	"Kentucky"	"21"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	369	922765	39.989	35.908	44.069	2.082	39.866	35.684	44.048	2.134
	"Kentucky"	"21"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	108	1167863	9.248	7.504	10.992	0.890	9.359	7.515	11.202	0.940
	"Kentucky"	"21"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	433	1120419	38.646	35.006	42.286	1.857	39.083	35.278	42.889	1.942
	"Louisiana"	"22"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	15	162703	Unreliable	5.160	15.206	2.380	Unreliable	5.752	17.652	2.821
	"Louisiana"	"22"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	35	247742	14.128	9.840	19.648	2.388	14.580	10.036	20.476	2.553
	"Louisiana"	"22"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	72	163761	43.967	34.401	55.368	5.182	42.813	33.042	54.568	5.323
	"Louisiana"	"22"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	78	703791	11.083	8.761	13.832	1.255	11.231	8.755	14.189	1.341
	"Louisiana"	"22"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	29	223559	12.972	8.688	18.630	2.409	12.224	8.123	17.667	2.315
	"Louisiana"	"22"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	12	97369	Unreliable	6.368	21.528	3.558	Unreliable	7.183	25.746	4.251
	"Louisiana"	"22"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	243	654265	37.141	32.471	41.811	2.383	35.914	31.204	40.624	2.403
	"Louisiana"	"22"	"Medium Metro"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	20	739797	2.703	1.651	4.175	0.605	2.750	1.656	4.294	0.627
	"Louisiana"	"22"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	131	1333741	9.822	8.140	11.504	0.858	9.871	8.110	11.631	0.898
	"Louisiana"	"22"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	100	637398	15.689	12.614	18.764	1.569	15.698	12.513	18.883	1.625
	"Louisiana"	"22"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	481	1272803	37.791	34.413	41.168	1.723	38.341	34.833	41.848	1.790
	"Louisiana"	"22"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	89	745039	11.946	9.593	14.700	1.266	12.350	9.836	15.309	1.355
	"Louisiana"	"22"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	30	249920	12.004	8.099	17.136	2.192	10.649	7.132	15.294	1.985
	"Louisiana"	"22"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	303	700649	43.246	38.376	48.115	2.484	43.434	38.418	48.450	2.559
	"Louisiana"	"22"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	40	301138	13.283	9.489	18.088	2.100	14.216	10.060	19.513	2.316
	"Louisiana"	"22"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	25	148280	16.860	10.911	24.889	3.372	17.487	11.085	26.239	3.622
	"Louisiana"	"22"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	121	295601	40.934	33.640	48.227	3.721	40.931	33.430	48.432	3.827
	"Louisiana"	"22"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	29	290179	9.994	6.693	14.353	1.856	9.996	6.587	14.543	1.919
	"Louisiana"	"22"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	20	133179	15.017	9.173	23.193	3.358	15.831	9.382	25.020	3.725
	"Louisiana"	"22"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	127	286980	44.254	36.557	51.951	3.927	44.801	36.729	52.873	4.118
	"Maine"	"23"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	59	656396	8.988	6.842	11.595	1.170	8.741	6.528	11.462	1.217
	"Maine"	"23"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	181	606845	29.826	25.481	34.172	2.217	30.271	25.684	34.857	2.340
	"Maine"	"23"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	27	316346	8.535	5.625	12.418	1.643	8.229	5.272	12.243	1.674
	"Maine"	"23"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	113	301266	37.508	30.593	44.424	3.528	38.464	31.140	45.788	3.737
	"Maine"	"23"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	20	151530	13.199	8.062	20.384	2.951	12.864	7.624	20.331	3.032
	"Maine"	"23"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	52	141715	36.693	27.404	48.119	5.088	36.162	26.663	47.946	5.225
	"Maine"	"23"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	49	531409	9.221	6.822	12.190	1.317	8.652	6.153	11.828	1.378
	"Maine"	"23"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	201	508071	39.561	34.092	45.031	2.790	37.910	32.233	43.586	2.896
	"Maryland"	"24"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	14	524895	Unreliable	1.458	4.475	0.713	Unreliable	1.665	5.346	0.864
	"Maryland"	"24"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	16	234884	Unreliable	3.894	11.062	1.703	Unreliable	4.184	12.331	1.962
	"Maryland"	"24"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	57	416246	13.694	10.372	17.742	1.814	13.567	10.163	17.746	1.857
	"Maryland"	"24"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	55	225962	24.340	18.337	31.682	3.282	24.744	18.366	32.622	3.486
	"Maryland"	"24"	"Large Fringe Metro"	"2"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	17	497614	Unreliable	1.990	5.470	0.829	Unreliable	1.978	5.621	0.853
